plate,state,license_type,summons_number,issue_date,violation_time,violation,judgment_entry_date,fine_amount,penalty_amount,interest_amount,reduction_amount,payment_amount,amount_due,precinct,county,issuing_agency,violation_status,summons_image
JMG1037,NY,PAS,4665184240,9/5/19,08:55P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1rNVVSVFJPUkVrd1RVRTlQUT09&locationName=_____________________)
GTM5037,NY,PAS,8783341080,11/12/19,08:14A,NO PARKING-STREET CLEANING,2/27/20,45,60,0.23,0.18,105.05,0,73,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5FMTZUVEJOVkVFMFRVRTlQUT09&locationName=_____________________)
JDL3833,NY,PAS,8783342539,11/14/19,08:13A,NO PARKING-STREET CLEANING,,45,30,0,0,75,0,79,K,TRAFFIC,HEARING ADJOURNMENT,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5FMTZUVEJOYWxWNlQxRTlQUT09&locationName=_____________________)
JDL3833,NY,PAS,8783342540,11/14/19,08:13A,INSP. STICKER-EXPIRED/MISSING,,65,30,0,0,95,0,79,K,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5FMTZUVEJOYWxVd1RVRTlQUT09&locationName=_____________________)
LCL3904,PA,PAS,8783343210,11/16/19,05:55A,FIRE HYDRANT,3/5/20,115,60,0.18,0.09,175.09,0,75,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5FMTZUVEJOZWtsNFRVRTlQUT09&locationName=_____________________)
HTN2177,NY,PAS,4666330501,9/17/19,09:21P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,BK,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1rNXFUWHBOUkZWM1RWRTlQUT09&locationName=_____________________)
GVJ4459,NY,PAS,8526699453,4/20/18,08:52A,NO PARKING-STREET CLEANING,9/20/18,45,60,0.77,0.18,105.59,0,52,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVNXFXVFZQVkZFeFRYYzlQUT09&locationName=_____________________)
24386JB,NY,COM,8620365150,3/28/18,02:28P,DOUBLE PARKING-MIDTOWN COMML,,115,0,0,33,82,0,14,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVVMUVUVEpPVkVVeFRVRTlQUT09&locationName=_____________________)
61024MA,NY,COM,8007009334,9/13/14,04:38P,FAIL TO DSPLY MUNI METER RECPT,12/31/14,35,60,27.04,0.12,121.92,0,70,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSQmQwNTZRWGRQVkUxNlRrRTlQUT09&locationName=_____________________)
60083MJ,NY,COM,8620365216,3/28/18,04:26P,DOUBLE PARKING-MIDTOWN COMML,,115,0,0,33,82,0,14,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVVMUVUVEpPVkVsNFRtYzlQUT09&locationName=_____________________)
XCCR95,NJ,PAS,8620365113,3/28/18,01:27P,FAIL TO DISP. MUNI METER RECPT,,65,0,0,65,0,0,14,NY,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVVMUVUVEpPVkVWNFRYYzlQUT09&locationName=_____________________)
HCZ7707,NY,PAS,8566928209,10/14/17,05:33P,INSP. STICKER-EXPIRED/MISSING,,65,10,0,10,65,0,104,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rNXFhM2xQUkVsM1QxRTlQUT09&locationName=_____________________)
70063MA,NY,COM,8554967392,7/6/17,10:45A,NO STANDING-BUS LANE,,115,0,0,0,115,0,109,Q,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VNUVhekpPZWswMVRXYzlQUT09&locationName=_____________________)
HFP9718,NY,PAS,8613959027,1/27/18,10:12A,INSP. STICKER-EXPIRED/MISSING,,65,10,0,0,75,0,71,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVFMTZhekZQVkVGNVRuYzlQUT09&locationName=_____________________)
HWG4157,NY,PAS,4665184392,9/5/19,08:56P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,BX,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1rNVVSVFJPUkUwMVRXYzlQUT09&locationName=_____________________)
GYV5137,NY,PAS,4663853043,8/23/19,12:43P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,BK,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1rMTZaekZOZWtFd1RYYzlQUT09&locationName=_____________________)
2298533,IN,PAS,8747401485,7/26/19,08:15A,DOUBLE PARKING-MIDTOWN COMML,,115,0,0,115,0,0,14,NY,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak1FNTZVWGROVkZFMFRsRTlQUT09&locationName=_____________________)
16208TC,NY,TRC,8747401631,7/29/19,07:24A,DOUBLE PARKING-MIDTOWN COMML,,115,0,0,0,115,0,18,NY,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak1FNTZVWGROVkZsNlRWRTlQUT09&locationName=_____________________)
BP2N513,TX,PAS,7697871932,4/6/11,,,,,,,,,,,,,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wWk5VNTZaek5OVkd0NlRXYzlQUT09&locationName=_____________________)
JJL8835,NY,PAS,4665184320,9/5/19,08:56P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,BX,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1rNVVSVFJPUkUxNVRVRTlQUT09&locationName=_____________________)
2298542,IN,PAS,8615875601,6/20/18,02:49P,PLTFRM LFTS LWRD POS COMM VEH,,65,0,0,65,0,0,6,NY,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVFNVVaek5PVkZsM1RWRTlQUT09&locationName=_____________________)
1JO5R4,TN,PAS,8623981327,6/18/18,01:19P,NO PARKING-DAY/TIME LIMITS,,65,0,0,0,65,0,19,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVVMTZhelJOVkUxNVRuYzlQUT09&locationName=_____________________)
HMX9522,NY,PAS,8614950561,10/5/17,11:41A,FIRE HYDRANT,1/25/18,115,60,4.63,0.04,179.59,0,62,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVFNUVhekZOUkZVeVRWRTlQUT09&locationName=_____________________)
GFG1737,NY,PAS,8620365381,3/30/18,06:25P,NO STANDING-COMM METER ZONE,,115,0,0,0,115,0,14,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVVMUVUVEpPVkUwMFRWRTlQUT09&locationName=_____________________)
HGR6113,NY,PAS,8610898441,6/22/18,08:42A,BEYOND MARKED SPACE,,45,0,0,0,45,0,88,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVFMUVaelZQUkZFd1RWRTlQUT09&locationName=_____________________)
FAH8403,NY,PAS,8610898465,6/22/18,08:45A,SAFETY ZONE,,115,0,0,115,0,0,88,K,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVFMUVaelZQUkZFeVRsRTlQUT09&locationName=_____________________)
GYS2078,NY,PAS,8566928246,10/16/17,02:14P,INSP. STICKER-EXPIRED/MISSING,,65,10,0,0,75,0,100,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rNXFhM2xQUkVrd1RtYzlQUT09&locationName=_____________________)
GLC9910,NY,PAS,7571155575,2/12/14,05:52P,FAIL TO DSPLY MUNI METER RECPT,6/5/14,35,60,32,0.37,126.63,0,47,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wVk0wMVVSVEZPVkZVelRsRTlQUT09&locationName=_____________________)
HTE1058,NY,PAS,8606496534,5/8/18,10:17A,DOUBLE PARKING,,115,10,0,10,115,0,45,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNXFVVFZPYWxWNlRrRTlQUT09&locationName=_____________________)
44531,WV,PAS,8606496480,5/8/18,09:47A,NO PARKING-STREET CLEANING,,45,10,0,0,55,0,47,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNXFVVFZPYWxFMFRVRTlQUT09&locationName=_____________________)
HCR8065,NY,PAS,7409355815,3/2/16,12:54P,FAIL TO DSPLY MUNI METER RECPT,6/16/16,35,60,22.69,0,117.69,0,52,BX,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wUmQwOVVUVEZPVkdkNFRsRTlQUT09&locationName=_____________________)
HRU7493,NY,PAS,8783345681,11/20/19,09:13A,FIRE HYDRANT,3/5/20,115,60,0.13,0.04,175.09,0,75,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5FMTZUVEJPVkZrMFRWRTlQUT09&locationName=_____________________)
JNF1314,NY,PAS,8783345942,11/20/19,02:57P,NO PARKING-DAY/TIME LIMITS,3/5/20,60,60,0.12,0,120.12,0,77,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5FMTZUVEJPVkdzd1RXYzlQUT09&locationName=_____________________)
HLF8356,NY,PAS,8581912461,2/3/20,06:07P,INSP. STICKER-EXPIRED/MISSING,,65,0,0,0,65,0,40,BX,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5FMVVhM2hOYWxFeVRWRTlQUT09&locationName=_____________________)
AEB7692,NC,PAS,4666331116,9/17/19,09:27P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,BK,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1rNXFUWHBOVkVWNFRtYzlQUT09&locationName=_____________________)
HUV2835,NY,PAS,8623981443,6/19/18,09:11A,FIRE HYDRANT,,115,0,0,0,115,0,24,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVVMTZhelJOVkZFd1RYYzlQUT09&locationName=_____________________)
HSL3949,NY,PAS,8610898544,6/22/18,09:02A,NO PARKING-STREET CLEANING,,45,0,0,0,45,0,88,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVFMUVaelZQUkZVd1RrRTlQUT09&locationName=_____________________)
64623MD,NY,COM,8620365393,3/30/18,06:28P,NO STANDING-DAY/TIME LIMITS,,115,0,0,23,92,0,14,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVVMUVUVEpPVkUwMVRYYzlQUT09&locationName=_____________________)
EYSQ79,FL,PAS,8625825849,10/10/18,11:38A,NO PARKING-STREET CLEANING,,45,10,0,0,55,0,33,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVVNVVaM2xPVkdjd1QxRTlQUT09&locationName=_____________________)
GAW3354,NY,PAS,8615023232,2/15/18,11:51A,NO PARKING-STREET CLEANING,,45,10,0,0,55,0,78,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVFNVVRWGxOZWtsNlRXYzlQUT09&locationName=_____________________)
P345404,IN,PAS,8027007185,11/25/15,,,,,,,,,,,,,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSQmVVNTZRWGRPZWtVMFRsRTlQUT09&locationName=_____________________)
FWB4542,NY,PAS,8566928945,10/18/17,06:11P,FAIL TO DSPLY MUNI METER RECPT,,35,0,0,35,0,0,106,Q,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rNXFhM2xQUkdzd1RsRTlQUT09&locationName=_____________________)
HHU2131,NY,PAS,8563210944,10/23/17,11:13A,NO PARKING-STREET CLEANING,,45,0,0,0,45,0,104,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rMTZTWGhOUkdzd1RrRTlQUT09&locationName=_____________________)
99684ME,NY,COM,8027007355,11/30/15,,,,,,,,,,,,,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSQmVVNTZRWGRPZWsweFRsRTlQUT09&locationName=_____________________)
HPD1264,NY,PAS,8563210762,10/23/17,07:52A,FRONT OR BACK PLATE MISSING,,65,0,0,0,65,0,104,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rMTZTWGhOUkdNeVRXYzlQUT09&locationName=_____________________)
2028685,IN,PAS,8485415670,4/11/17,08:48A,FAIL TO DISP. MUNI METER RECPT,,65,0,0,0,65,0,18,NY,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5FNVVVWGhPVkZrelRVRTlQUT09&locationName=_____________________)
2241168,IN,PAS,8485415723,4/12/17,06:48A,NO STANDING-DAY/TIME LIMITS,,115,0,0,0,115,0,18,NY,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5FNVVVWGhPVkdONVRYYzlQUT09&locationName=_____________________)
HSZ1653,NY,PAS,8563211481,10/27/17,09:43A,NO PARKING-STREET CLEANING,,45,0,0,0,45,0,104,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rMTZTWGhOVkZFMFRWRTlQUT09&locationName=_____________________)
JNF1314,NY,PAS,8783345954,11/20/19,02:59P,REG. STICKER-EXPIRED/MISSING,3/5/20,65,60,0.12,0,125.12,0,77,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5FMTZUVEJPVkdzeFRrRTlQUT09&locationName=_____________________)
GRH7590,NY,PAS,8783348657,11/25/19,11:10A,NO PARKING-STREET CLEANING,,45,60,0,0,105,0,75,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5FMTZUVEJQUkZreFRuYzlQUT09&locationName=_____________________)
GXW9416,NY,PAS,8783348852,11/26/19,06:51A,NO STANDING-DAY/TIME LIMITS,,115,60,0,30,145,0,94,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5FMTZUVEJQUkdjeFRXYzlQUT09&locationName=_____________________)
HYK2149,NY,PAS,4670777373,11/6/19,07:00A,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,BX,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk0wMUVZek5PZWswelRYYzlQUT09&locationName=_____________________)
GLC1085,NY,PAS,4651983261,1/8/19,03:07P,PHTO SCHOOL ZN SPEED VIOLATION,,50,25,0,0,75,0,0,BK,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMVVhelJOZWtreVRWRTlQUT09&locationName=_____________________)
HHM3243,NY,PAS,8610478002,7/11/18,09:23A,NO STANDING-EXC. TRUCK LOADING,,95,0,0,95,0,0,79,K,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVFMUVVVE5QUkVGM1RXYzlQUT09&locationName=_____________________)
165676A,ME,PAS,8027007847,12/4/15,,,,,,,,,,,,,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSQmVVNTZRWGRPZW1jd1RuYzlQUT09&locationName=_____________________)
165676A,ME,PAS,8027007859,12/4/15,,,,,,,,,,,,,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSQmVVNTZRWGRPZW1jeFQxRTlQUT09&locationName=_____________________)
1881444,ME,PAS,8027007872,12/4/15,,,,,,,,,,,,,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSQmVVNTZRWGRPZW1jelRXYzlQUT09&locationName=_____________________)
DHJ6312,NY,PAS,8566929123,10/19/17,03:18P,FAIL TO DSPLY MUNI METER RECPT,,35,0,0,35,0,0,107,Q,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rNXFhM2xQVkVWNVRYYzlQUT09&locationName=_____________________)
T729577C,NY,OMT,8566929056,10/19/17,02:22P,FIRE HYDRANT,,115,0,0,0,115,0,107,Q,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rNXFhM2xQVkVFeFRtYzlQUT09&locationName=_____________________)
GPH9683,NY,PAS,8563211389,10/27/17,08:42A,NO PARKING-STREET CLEANING,,45,0,0,0,45,0,104,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rMTZTWGhOVkUwMFQxRTlQUT09&locationName=_____________________)
FPY6210,NY,PAS,8566929093,10/19/17,03:02P,SIDEWALK,,115,0,0,0,115,0,107,Q,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rNXFhM2xQVkVFMVRYYzlQUT09&locationName=_____________________)
FXZ9529,NY,PAS,8566929410,10/20/17,03:06P,NO PARKING-EXC. AUTH. VEHICLE,,60,0,0,0,60,0,112,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rNXFhM2xQVkZGNFRVRTlQUT09&locationName=_____________________)
XZ646X,NJ,PAS,8485417392,4/22/17,08:10A,FAIL TO DSPLY MUNI METER RECPT,8/10/17,65,60,0.59,0.03,125.56,0,17,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5FNVVVWGhPZWswMVRXYzlQUT09&locationName=_____________________)
JDR6679,NY,PAS,4663905067,8/23/19,05:34P,PHTO SCHOOL ZN SPEED VIOLATION,,50,25,0,0,75,0,0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1rMTZhM2RPVkVFeVRuYzlQUT09&locationName=_____________________)
JCY6113,NY,PAS,4665184495,9/5/19,08:57P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,BX,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1rNVVSVFJPUkZFMVRsRTlQUT09&locationName=_____________________)
HEE1806,NY,PAS,4665913950,9/13/19,10:32A,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1rNVVhM2hOZW1zeFRVRTlQUT09&locationName=_____________________)
HXM6547,NY,PAS,4666332984,9/17/19,09:47P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,BK,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1rNXFUWHBOYW1zMFRrRTlQUT09&locationName=_____________________)
Jan-90,NY,PAS,8631491810,10/30/18,10:20A,FAIL TO DSPLY MUNI METER RECPT,,35,10,0,0,45,0,109,Q,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVrMVVVVFZOVkdkNFRVRTlQUT09&locationName=_____________________)
61229JU,NY,COM,7409810786,3/23/09,,,,,,,,,,,,,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wUmQwOVVaM2hOUkdNMFRtYzlQUT09&locationName=_____________________)
JWZ7672,PA,PAS,8563211523,10/27/17,09:55A,NO PARKING-STREET CLEANING,,45,0,0,0,45,0,104,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rMTZTWGhOVkZWNVRYYzlQUT09&locationName=_____________________)
FSX5300,NY,PAS,8566929512,10/20/17,06:12P,FAIL TO DSPLY MUNI METER RECPT,,35,0,0,0,35,0,112,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rNXFhM2xQVkZWNFRXYzlQUT09&locationName=_____________________)
XCHG83,NJ,PAS,8485418724,5/1/17,10:13A,OBSTRUCTING TRAFFIC/INTERSECT,8/17/17,115,60,0.31,0.22,175.09,0,14,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5FNVVVWGhQUkdONVRrRTlQUT09&locationName=_____________________)
HHC8886,NY,PAS,8548637389,10/17/17,03:08P,EXPIRED MUNI METER,,35,0,0,0,35,0,78,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1FOUVXWHBPZWswMFQxRTlQUT09&locationName=_____________________)
HMN1560,NY,PAS,8566929524,10/20/17,06:14P,FAIL TO DSPLY MUNI METER RECPT,,35,0,0,0,35,0,112,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rNXFhM2xQVkZWNVRrRTlQUT09&locationName=_____________________)
1550419,ME,PAS,8027007884,12/4/15,,,,,,,,,,,,,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSQmVVNTZRWGRPZW1jMFRrRTlQUT09&locationName=_____________________)
2237890,ME,PAS,8027007896,12/4/15,,,,,,,,,,,,,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSQmVVNTZRWGRPZW1jMVRtYzlQUT09&locationName=_____________________)
1881444,ME,PAS,8027008207,12/5/15,,,,,,,,,,,,,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSQmVVNTZRWGRQUkVsM1RuYzlQUT09&locationName=_____________________)
EMS8883,NY,SRF,8485419108,5/4/17,09:02A,OBSTRUCTING TRAFFIC/INTERSECT,,115,10,0,0,125,0,17,NY,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5FNVVVWGhQVkVWM1QwRTlQUT09&locationName=_____________________)
2380679,IN,PAS,8554970834,7/18/17,09:10A,FAIL TO DSPLY MUNI METER RECPT,,35,0,0,35,0,0,115,Q,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VNUVhek5OUkdkNlRrRTlQUT09&locationName=_____________________)
JGW3048,NY,PAS,4663853250,8/23/19,12:44P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1rMTZaekZOZWtreFRVRTlQUT09&locationName=_____________________)
E70JST,NJ,PAS,4663853328,8/23/19,12:46P,PHTO SCHOOL ZN SPEED VIOLATION,,50,0,0,0,50,0,0,BK,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1rMTZaekZOZWsxNVQwRTlQUT09&locationName=_____________________)
JFJ1792,NY,PAS,8783349200,11/26/19,09:01A,NO PARKING-STREET CLEANING,,45,60,0,0,105,0,94,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5FMTZUVEJQVkVsM1RVRTlQUT09&locationName=_____________________)
JGM9815,NY,PAS,1462285960,10/8/19,09:53A,NO PARKING-STREET CLEANING,,45,0,0,0,45,0,83,K,DEPARTMENT OF SANITATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk1rMXFTVFJPVkdzeVRVRTlQUT09&locationName=_____________________)
JKH1151,NY,PAS,8764210390,11/9/19,10:23P,NO STANDING-DAY/TIME LIMITS,,115,0,0,0,115,0,7,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak1rNUVTWGhOUkUwMVRVRTlQUT09&locationName=_____________________)
VGD8228,VA,PAS,8027009558,12/11/15,,,,,,,,,,,,,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSQmVVNTZRWGRQVkZVeFQwRTlQUT09&locationName=_____________________)
FLX5500,NY,PAS,8566930137,10/23/17,02:05P,NO STANDING-DAY/TIME LIMITS,,115,0,0,0,115,0,103,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rNXFhM3BOUkVWNlRuYzlQUT09&locationName=_____________________)
HKX5497,NY,PAS,8554970676,7/17/17,09:41A,NO PARKING-STREET CLEANING,,45,30,0,0,75,0,114,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VNUVhek5OUkZrelRtYzlQUT09&locationName=_____________________)
FAM9770,NY,PAS,8566929913,10/22/17,12:35P,NO STANDING-DAY/TIME LIMITS,,115,0,0,0,115,0,112,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rNXFhM2xQVkd0NFRYYzlQUT09&locationName=_____________________)
CTC2183,NY,PAS,8566929846,10/22/17,10:42A,SAFETY ZONE,,115,0,0,0,115,0,112,Q,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rNXFhM2xQVkdjd1RtYzlQUT09&locationName=_____________________)
